Subjects,fs_l_bankssts_myel,fs_l_caudalanteriorcingulate_myel,fs_l_caudalmiddlefrontal_myel,fs_l_cuneus_myel,fs_l_entorhinal_myel,fs_l_fusiform_myel,fs_l_inferiorparietal_myel,fs_l_inferiortemporal_myel,fs_l_isthmuscingulate_myel,fs_l_lateraloccipital_myel,fs_l_lateralorbitofrontal_myel,fs_l_lingual_myel,fs_l_medialorbitofrontal_myel,fs_l_middletemporal_myel,fs_l_parahippocampal_myel,fs_l_paracentral_myel,fs_l_parsopercularis_myel,fs_l_parsorbitalis_myel,fs_l_parstriangularis_myel,fs_l_pericalcarine_myel,fs_l_postcentral_myel,fs_l_posteriorcingulate_myel,fs_l_precentral_myel,fs_l_precuneus_myel,fs_l_rostralanteriorcingulate_myel,fs_l_rostralmiddlefrontal_myel,fs_l_superiorfrontal_myel,fs_l_superiorparietal_myel,fs_l_superiortemporal_myel,fs_l_supramarginal_myel,fs_l_frontalpole_myel,fs_l_temporalpole_myel,fs_l_transversetemporal_myel,fs_l_insula_myel,fs_r_bankssts_myel,fs_r_caudalanteriorcingulate_myel,fs_r_caudalmiddlefrontal_myel,fs_r_cuneus_myel,fs_r_entorhinal_myel,fs_r_fusiform_myel,fs_r_inferiorparietal_myel,fs_r_inferiortemporal_myel,fs_r_isthmuscingulate_myel,fs_r_lateraloccipital_myel,fs_r_lateralorbitofrontal_myel,fs_r_lingual_myel,fs_r_medialorbitofrontal_myel,fs_r_middletemporal_myel,fs_r_parahippocampal_myel,fs_r_paracentral_myel,fs_r_parsopercularis_myel,fs_r_parsorbitalis_myel,fs_r_parstriangularis_myel,fs_r_pericalcarine_myel,fs_r_postcentral_myel,fs_r_posteriorcingulate_myel,fs_r_precentral_myel,fs_r_precuneus_myel,fs_r_rostralanteriorcingulate_myel,fs_r_rostralmiddlefrontal_myel,fs_r_superiorfrontal_myel,fs_r_superiorparietal_myel,fs_r_superiortemporal_myel,fs_r_supramarginal_myel,fs_r_frontalpole_myel,fs_r_temporalpole_myel,fs_r_transversetemporal_myel,fs_r_insula_myel
290136,1.3297,0.8196,1.3006,1.5004,1.186,1.2959,1.2991,1.2116,1.1753,1.461,1.2458,1.4826,1.1797,1.249,1.3609,1.4323,1.2618,1.2583,1.2821,1.5686,1.4407,1.0934,1.4474,1.3406,0.8992,1.2226,1.2363,1.3625,1.3077,1.2776,1.2059,1.0377,1.6299,1.2297,1.4633,1.305,1.2366,1.3088,1.0915,1.3242,1.4009,1.4029,1.3171,1.4512,1.1963,1.2794,1.2318,1.4701,1.1875,1.4223,1.0974,1.1938,1.1748,1.3996,1.3674,1.2957,1.2902,1.299,1.2043,1.2032,1.3306,1.3354,0.2596,1.2112,1.2483,0.7543,0,0.4523
293748,1.3529,0.7907,1.306,1.5348,1.1555,1.2973,1.2924,1.2073,1.2254,1.4552,1.2332,1.4656,1.1515,1.245,1.3901,1.4817,1.2624,1.2121,1.2936,1.5492,1.4325,1.0807,1.4686,1.3043,0.9071,1.2284,1.2347,1.3595,1.2845,1.2669,1.1695,0.9963,2.0328,1.2151,1.4963,1.2867,1.2346,1.2626,1.0792,1.3159,1.3966,1.3869,1.3089,1.4587,1.2497,1.2733,1.2187,1.493,1.1929,1.4041,1.1056,1.2221,1.1719,1.3972,1.3946,1.2869,1.2928,1.3003,1.188,1.2093,1.3393,1.331,0.2569,1.2051,1.2292,0.7588,0,0.3221
295146,1.3454,0.8004,1.2943,1.5348,1.1682,1.3041,1.3087,1.2254,1.1675,1.4647,1.2228,1.4869,1.1498,1.2471,1.4002,1.4452,1.271,1.2179,1.2866,1.5499,1.4331,1.0913,1.4719,1.3311,0.8948,1.2371,1.2365,1.3701,1.305,1.2895,1.1997,0.9965,1.7197,1.247,1.4332,1.3002,1.2277,1.3037,1.0508,1.3263,1.4097,1.3846,1.3418,1.4615,1.2093,1.2826,1.2141,1.4736,1.1847,1.4065,1.0876,1.1965,1.1933,1.4294,1.3727,1.2939,1.2929,1.2927,1.1806,1.2148,1.3374,1.3361,0.2505,1.2029,1.2347,0.7929,0,0.3652
297655,1.3402,0.8248,1.3039,1.5125,1.1588,1.2685,1.2985,1.2092,1.1777,1.4694,1.2367,1.4897,1.1961,1.2336,1.4679,1.4476,1.2832,1.2163,1.2834,1.5524,1.4345,1.0989,1.4514,1.327,0.9227,1.2308,1.2263,1.3691,1.3003,1.2881,1.1964,1.0518,1.6623,1.243,1.3955,1.3005,1.2524,1.3024,1.0692,1.3169,1.4128,1.3575,1.3086,1.4595,1.2201,1.2882,1.2449,1.563,1.1895,1.422,1.1009,1.1772,1.1914,1.3788,1.3903,1.2816,1.2918,1.3004,1.1812,1.2089,1.3358,1.3359,0.2442,1.2113,1.1483,0.7877,0,0.3776
298051,1.3237,0.8109,1.2931,1.5036,1.2744,1.2877,1.2988,1.214,1.2158,1.4709,1.2414,1.4623,1.1634,1.2327,1.4161,1.4525,1.2581,1.2024,1.3023,1.5469,1.432,1.092,1.4599,1.3292,0.8972,1.2261,1.2274,1.3584,1.3144,1.2754,1.1726,1.0203,1.6522,1.2046,1.4579,1.3139,1.2322,1.3171,1.0969,1.3212,1.4093,1.3872,1.3198,1.4529,1.2534,1.2782,1.2124,1.4938,1.1793,1.3977,1.0951,1.2141,1.2329,1.3951,1.3768,1.3021,1.2918,1.3012,1.161,1.2082,1.3307,1.332,0.2669,1.215,1.2603,0.7506,0,0.3333
298455,1.3274,0.8152,1.2941,1.513,1.1516,1.2873,1.3152,1.2076,1.1838,1.4581,1.2367,1.4923,1.136,1.2313,1.4777,1.4601,1.2726,1.2141,1.3143,1.5742,1.4703,1.0856,1.4499,1.3105,1.1774,1.2366,1.2346,1.3603,1.301,1.2859,1.2158,1.0509,1.6274,1.2334,1.4139,1.3147,1.231,1.3136,1.0746,1.3174,1.4127,1.3854,1.3697,1.4529,1.2509,1.2686,1.2506,1.5386,1.1639,1.4156,1.1075,1.1835,1.1938,1.4118,1.4019,1.2988,1.2862,1.3069,1.1846,1.2174,1.3325,1.3267,0.2584,1.2058,1.2252,0.7253,0,0.3372
299154,1.3054,0.8056,1.3016,1.5229,1.2203,1.2998,1.3168,1.201,1.2084,1.4622,1.2427,1.4802,1.1723,1.2714,1.3548,1.4444,1.2678,1.2089,1.3005,1.5627,1.4269,1.0947,1.4587,1.3253,0.9042,1.236,1.2353,1.3577,1.314,1.278,1.1312,1.0579,1.6038,1.2255,1.4015,1.3022,1.2322,1.2905,1.0904,1.3314,1.4089,1.3679,1.3114,1.4542,1.2395,1.2703,1.2287,1.5145,1.1746,1.4022,1.1002,1.2005,1.1903,1.417,1.377,1.2941,1.2997,1.3046,1.1855,1.2082,1.3303,1.3403,0.2613,1.2137,1.1876,0.8115,0,0.3409
299760,1.3038,0.7988,1.2804,1.5212,1.134,1.294,1.299,1.2204,1.2441,1.4607,1.2257,1.4933,1.1757,1.2396,1.3661,1.4411,1.262,1.1778,1.284,1.5326,1.4394,1.0894,1.4505,1.336,0.9059,1.2337,1.2377,1.358,1.3071,1.2925,1.2074,1.1671,1.654,1.2278,1.4581,1.2695,1.2381,1.3042,1.0999,1.3136,1.4022,1.3863,1.3079,1.4431,1.2527,1.286,1.2415,1.4886,1.1768,1.4036,1.096,1.1838,1.1698,1.3677,1.3809,1.2965,1.2934,1.3128,1.1936,1.2089,1.3333,1.3337,0.2783,1.2108,1.222,0.7556,0,0.3336
300618,1.3318,0.8196,1.2969,1.5217,1.1955,1.2809,1.2974,1.225,1.1906,1.4809,1.2336,1.4782,1.2001,1.2424,1.4007,1.4588,1.2647,1.1936,1.2993,1.5478,1.4444,1.0956,1.4512,1.3324,0.8939,1.2307,1.2345,1.3647,1.3163,1.2802,1.2281,1.0194,1.647,1.2372,1.4879,1.3018,1.24,1.3001,1.0664,1.327,1.4066,1.3894,1.3189,1.4507,1.2453,1.2743,1.2307,1.4891,1.1707,1.4186,1.1045,1.2007,1.1901,1.4383,1.3838,1.3083,1.2869,1.2893,1.1936,1.206,1.3275,1.3371,0.2635,1.2096,1.2263,0.7671,0,0.3385
300719,1.3116,0.8204,1.3107,1.5239,1.207,1.3081,1.3059,1.2101,1.1928,1.4586,1.2415,1.4723,1.1506,1.2567,1.3635,1.4584,1.2752,1.2003,1.2893,1.5629,1.4416,1.1016,1.4478,1.332,0.9149,1.23,1.2324,1.3556,1.3194,1.2763,1.1825,1.0293,1.6041,1.2503,1.4674,1.2856,1.24,1.2862,1.0995,1.3191,1.4103,1.3836,1.335,1.4586,1.2454,1.2801,1.2284,1.4902,1.1684,1.4173,1.1017,1.1659,1.1817,1.3922,1.3867,1.3118,1.2902,1.3004,1.2071,1.2044,1.3305,1.3409,0.2552,1.218,1.1999,0.8188,0,0.337
303119,1.3496,0.8056,1.2958,1.5143,1.1676,1.2966,1.3077,1.2077,1.2342,1.4651,1.2258,1.4636,1.1707,1.2248,1.4691,1.4564,1.2726,1.1924,1.2788,1.5497,1.4396,1.1055,1.4624,1.3251,0.8972,1.2296,1.2388,1.3552,1.2953,1.2801,1.1689,1.0901,1.7027,1.2808,1.4551,1.2812,1.2363,1.319,1.0666,1.2949,1.4026,1.3908,1.316,1.4527,1.2427,1.2711,1.2389,1.5434,1.1762,1.4152,1.1037,1.202,1.1794,1.4454,1.3803,1.292,1.2936,1.298,1.1876,1.2092,1.3376,1.3367,0.2654,1.21,1.1886,0.7247,0,0.3382
303624,1.3658,0.792,1.3074,1.5114,1.2309,1.2925,1.2992,1.2249,1.186,1.4721,1.2505,1.4765,1.1575,1.2147,1.3808,1.4654,1.2634,1.1886,1.2774,1.5551,1.4332,1.0813,1.4524,1.3386,0.9015,1.2286,1.2398,1.3708,1.3078,1.2712,1.1223,1.092,1.6752,1.2285,1.4531,1.3183,1.2283,1.3064,1.1111,1.3074,1.411,1.3897,1.3276,1.4545,1.2427,1.2785,1.2349,1.4882,1.1635,1.4118,1.0978,1.1995,1.1928,1.3874,1.3884,1.3149,1.2876,1.3173,1.2032,1.2113,1.3345,1.3426,0.2594,1.2113,1.2398,0.7423,0,0.3355
304020,1.344,0.8058,1.2896,1.5086,1.2247,1.2883,1.2981,1.2147,1.1861,1.4625,1.237,1.4781,1.159,1.2332,1.3955,1.4417,1.2582,1.1786,1.2863,1.5382,1.4346,1.1029,1.4572,1.3344,0.8936,1.2289,1.234,1.3583,1.3115,1.2804,1.1797,1.0665,1.634,1.2333,1.4718,1.3039,1.2486,1.318,1.0871,1.3227,1.4077,1.3857,1.3552,1.4522,1.2465,1.2596,1.2298,1.4943,1.1585,1.4091,1.0983,1.1972,1.2029,1.4181,1.3902,1.2915,1.2841,1.2955,1.1919,1.198,1.3333,1.3373,0.2629,1.2093,1.2006,0.76,0,0.3373
304727,1.3574,0.8438,1.2946,1.5048,1.1611,1.3059,1.3059,1.2126,1.2309,1.459,1.2368,1.4696,1.1728,1.2368,1.3835,1.4348,1.2829,1.1992,1.2795,1.5933,1.4425,1.1047,1.4554,1.3274,0.9191,1.2268,1.232,1.3584,1.3077,1.2848,1.1938,1.0341,1.6547,1.25,1.4358,1.3321,1.2338,1.2981,1.0647,1.3244,1.407,1.3907,1.3044,1.4545,1.2549,1.2828,1.2288,1.5115,1.1854,1.4065,1.0961,1.1773,1.1767,1.388,1.3875,1.3093,1.2867,1.3147,1.2095,1.2033,1.3345,1.3318,0.2581,1.2179,1.1521,0.7657,0,0.3491
305830,1.3486,0.8189,1.2981,1.5196,1.2077,1.2952,1.2961,1.2028,1.1867,1.4647,1.2431,1.4827,1.1592,1.2341,1.3685,1.4668,1.2679,1.1805,1.2774,1.5481,1.4481,1.0979,1.4413,1.3299,0.9118,1.2281,1.2345,1.3597,1.3179,1.2751,1.1544,1.0375,1.6725,1.2317,1.4953,1.3072,1.2269,1.3032,1.0734,1.3216,1.405,1.3809,1.3161,1.4375,1.2615,1.2671,1.2393,1.4782,1.1957,1.4221,1.1011,1.2,1.1759,1.4238,1.3885,1.2939,1.2875,1.3064,1.1709,1.2008,1.3318,1.333,0.2557,1.2144,1.2071,0.7483,0,0.3337
307127,1.3347,0.8208,1.2963,1.5253,1.2073,1.2981,1.3055,1.2265,1.1996,1.455,1.2327,1.4566,1.1856,1.2368,1.38,1.4376,1.2723,1.1921,1.2848,1.5706,1.4412,1.0972,1.4476,1.3287,0.8851,1.231,1.2298,1.3578,1.3156,1.2827,1.1043,1.0412,1.6451,1.234,1.4381,1.2887,1.2479,1.2986,1.059,1.3394,1.4043,1.3782,1.3684,1.448,1.2472,1.2624,1.2382,1.471,1.1754,1.407,1.1021,1.1825,1.1851,1.417,1.3933,1.3061,1.2822,1.3008,1.2004,1.204,1.3299,1.3348,0.2719,1.2115,1.1916,0.751,0,0.3415
308129,1.2954,0.8322,1.2835,1.533,1.192,1.2884,1.3108,1.2255,1.1664,1.4489,1.2488,1.4866,1.146,1.2488,1.3621,1.448,1.2682,1.1841,1.2737,1.5362,1.4497,1.1104,1.4577,1.3236,0.9065,1.2394,1.2301,1.3652,1.3134,1.2937,1.1848,1.0525,1.6275,1.2449,1.4883,1.3274,1.2413,1.3001,1.0957,1.323,1.4125,1.3686,1.3212,1.4446,1.244,1.2889,1.2464,1.4791,1.1766,1.4157,1.1107,1.1985,1.1914,1.3575,1.3954,1.3135,1.2894,1.3059,1.1982,1.2056,1.3245,1.3353,0.2517,1.2109,1.2239,0.8342,0,0.3179
308331,1.3277,0.8234,1.3008,1.5013,1.1541,1.3014,1.3055,1.2091,1.2085,1.4645,1.2415,1.4857,1.174,1.2506,1.3627,1.4391,1.2713,1.2266,1.2871,1.5483,1.4232,1.1089,1.4561,1.3248,0.9143,1.2208,1.2263,1.3622,1.3214,1.2679,1.1814,1.0183,1.661,1.2401,1.4759,1.2771,1.2309,1.3193,1.0769,1.3363,1.4026,1.3882,1.3166,1.4483,1.2422,1.2712,1.2258,1.4915,1.1668,1.4109,1.109,1.1778,1.1928,1.4387,1.3877,1.3053,1.2776,1.2974,1.2107,1.2066,1.3318,1.3363,0.261,1.2242,1.2572,0.7749,0,0.3716
309636,1.3381,0.8027,1.3004,1.4978,1.1691,1.2883,1.3042,1.2321,1.1872,1.4665,1.2458,1.4881,1.1561,1.2379,1.3703,1.4417,1.2707,1.2128,1.2836,1.5734,1.4333,1.1074,1.4587,1.3269,0.9199,1.2262,1.2332,1.368,1.3102,1.283,1.2214,1.0677,1.6526,1.2362,1.4673,1.3143,1.2333,1.3151,1.0845,1.3174,1.4146,1.3921,1.3397,1.4511,1.2464,1.2745,1.2386,1.499,1.1901,1.3997,1.1023,1.1821,1.1813,1.394,1.375,1.3057,1.2952,1.3033,1.1902,1.2081,1.3326,1.3328,0.2507,1.2133,1.256,0.7698,0,0.3298
310621,1.316,0.83,1.2965,1.5229,1.2187,1.2948,1.3085,1.2182,1.2169,1.4635,1.2279,1.496,1.1856,1.2396,1.3771,1.4476,1.2696,1.2181,1.279,1.5408,1.433,1.1143,1.4499,1.3256,0.9012,1.2264,1.2278,1.3543,1.3166,1.2845,1.1322,1.0402,1.6114,1.2348,1.4532,1.3097,1.2373,1.3186,1.076,1.3225,1.4016,1.3947,1.3246,1.4499,1.2418,1.2898,1.2348,1.4842,1.1692,1.419,1.1054,1.1843,1.1882,1.3858,1.3712,1.2895,1.2879,1.2934,1.1877,1.2078,1.326,1.3379,0.2539,1.2221,1.2373,0.789,0,0.3328
311320,1.3336,0.8057,1.2881,1.515,1.1496,1.286,1.3065,1.2194,1.2155,1.4513,1.2699,1.4929,1.1391,1.2268,1.4042,1.4568,1.2705,1.216,1.2822,1.5423,1.4131,1.0967,1.4621,1.3308,0.8921,1.2286,1.2345,1.3618,1.3079,1.2846,1.1379,1.0477,1.6277,1.2213,1.4699,1.279,1.2401,1.2948,1.0731,1.3217,1.41,1.395,1.3297,1.4419,1.235,1.2755,1.2139,1.4638,1.1905,1.4039,1.0954,1.175,1.187,1.42,1.3714,1.303,1.3026,1.3007,1.1952,1.2022,1.3311,1.3398,0.2599,1.2154,1.2288,0.7715,0,0.3973
314225,1.3384,0.8201,1.2995,1.5307,1.1781,1.2985,1.311,1.2153,1.1561,1.4602,1.2221,1.4803,1.1896,1.2334,1.3688,1.4383,1.2725,1.208,1.2913,1.574,1.4379,1.1083,1.4488,1.3379,0.9033,1.2225,1.2333,1.3563,1.326,1.2812,1.1928,1.0356,1.6238,1.2195,1.4367,1.2922,1.2359,1.3101,1.085,1.3141,1.4053,1.3859,1.3161,1.4559,1.2576,1.2783,1.1996,1.5002,1.1887,1.4031,1.0964,1.2043,1.1805,1.3832,1.384,1.3061,1.2863,1.309,1.1903,1.2062,1.3361,1.3303,0.2487,1.2132,1.289,0.7362,0,0.3312
316633,1.3327,0.7953,1.3025,1.5089,1.1701,1.2964,1.3037,1.222,1.1653,1.4617,1.2424,1.4674,1.1755,1.235,1.3901,1.4439,1.2602,1.2119,1.287,1.5899,1.4458,1.1079,1.45,1.3329,0.9094,1.2289,1.234,1.3609,1.3039,1.283,1.1509,1.0527,1.6368,1.2329,1.4571,1.2932,1.2262,1.3136,1.0752,1.3184,1.4118,1.3904,1.3066,1.4534,1.2434,1.2787,1.2238,1.4743,1.1782,1.4216,1.1104,1.1609,1.1867,1.406,1.3819,1.2978,1.2938,1.2857,1.1913,1.2076,1.3347,1.3288,0.2519,1.2118,1.2277,0.7297,0,0.3231
316835,1.3254,0.8263,1.2877,1.5081,1.1695,1.2927,1.3107,1.2293,1.1743,1.4594,1.2448,1.4963,1.1593,1.2384,1.3834,1.4367,1.2651,1.1876,1.2728,1.5734,1.4239,1.1055,1.4643,1.329,0.908,1.2268,1.2322,1.3628,1.313,1.2888,1.1737,1.0342,1.6716,1.2578,1.4734,1.2785,1.2265,1.3358,1.1021,1.3224,1.4119,1.4037,1.3253,1.4541,1.2328,1.2764,1.2147,1.4921,1.1609,1.4118,1.1054,1.1771,1.1944,1.3738,1.3862,1.311,1.2977,1.3034,1.2056,1.2065,1.3352,1.3332,0.2516,1.2084,1.2072,0.7125,0,0.3424
317332,1.3586,0.8285,1.2887,1.4956,1.1203,1.3012,1.2932,1.2106,1.1997,1.4583,1.2291,1.4765,1.1883,1.232,1.4185,1.4341,1.2557,1.215,1.2828,1.5868,1.4004,1.1138,1.4658,1.3237,0.8886,1.2227,1.2338,1.3724,1.3083,1.2819,1.1294,1.0949,1.6359,1.2175,1.4665,1.2974,1.2327,1.313,1.0628,1.3244,1.4023,1.3907,1.3185,1.4544,1.1967,1.2671,1.2203,1.4776,1.1905,1.3998,1.1076,1.1646,1.2021,1.3847,1.3721,1.3013,1.2876,1.3002,1.1825,1.2098,1.3309,1.3282,0.2534,1.2016,1.2085,0.773,0,0.4611
318637,1.3646,0.8117,1.3188,1.5223,1.1173,1.305,1.3104,1.2114,1.2026,1.4554,1.2398,1.5044,1.196,1.2434,1.348,1.4645,1.2603,1.1692,1.3355,1.5451,1.438,1.1001,1.4574,1.3299,0.8761,1.2278,1.2445,1.3651,1.3042,1.2799,1.2271,1.0789,1.7176,1.235,1.4365,1.3284,1.2337,1.3099,1.0834,1.317,1.4106,1.3766,1.3336,1.4507,1.2759,1.2864,1.2416,1.5015,1.1732,1.4309,1.1006,1.1815,1.2119,1.406,1.382,1.2915,1.2981,1.2973,1.2201,1.213,1.3277,1.3443,0.262,1.2189,1.205,0.7524,0,0.3468
320826,1.3078,0.7927,1.2957,1.5081,1.1641,1.2869,1.2994,1.2266,1.1917,1.4717,1.2272,1.4691,1.1689,1.2331,1.3773,1.4408,1.2698,1.1866,1.2794,1.5915,1.4358,1.1019,1.4638,1.3234,0.9017,1.2326,1.235,1.3584,1.3097,1.2811,1.2017,1.0478,1.7299,1.2371,1.4588,1.2818,1.2359,1.3162,1.0902,1.3205,1.4076,1.3668,1.2954,1.4501,1.2649,1.2915,1.2166,1.5167,1.1641,1.4243,1.1021,1.1932,1.1705,1.38,1.3827,1.2834,1.2952,1.2981,1.1966,1.1985,1.3392,1.3355,0.2516,1.2058,1.2258,0.751,0,0.3257
321323,1.3447,0.8243,1.3041,1.5042,1.1982,1.3054,1.3011,1.2075,1.1944,1.4617,1.2499,1.4772,1.1534,1.2435,1.3845,1.446,1.2845,1.1861,1.2661,1.6009,1.4424,1.1171,1.4472,1.3235,0.9089,1.2259,1.2278,1.3614,1.3023,1.2831,1.2095,1.0377,1.6794,1.2462,1.4582,1.2987,1.2303,1.322,1.0811,1.3296,1.4048,1.3801,1.3287,1.4524,1.2468,1.2693,1.2291,1.4936,1.1783,1.4047,1.1008,1.1858,1.1884,1.3927,1.3893,1.3069,1.2966,1.3114,1.2,1.2048,1.333,1.3277,0.2733,1.213,1.2172,0.7672,0,0.3451
322224,1.3278,0.8104,1.3136,1.5137,1.1754,1.2732,1.3019,1.2098,1.213,1.4625,1.2376,1.4784,1.168,1.237,1.4968,1.4704,1.2897,1.2038,1.2922,1.5642,1.4394,1.0943,1.44,1.3232,0.881,1.2279,1.2329,1.3667,1.3039,1.2822,1.2167,1.0421,1.6702,1.2364,1.4647,1.2922,1.2324,1.2977,1.082,1.3118,1.4101,1.3816,1.3002,1.4611,1.2327,1.2848,1.2509,1.4936,1.1904,1.4135,1.1037,1.1783,1.1913,1.3677,1.3792,1.2827,1.3024,1.3096,1.1808,1.2067,1.3305,1.3382,0.2478,1.2107,1.2326,0.7608,0,0.3448
325129,1.3206,0.8263,1.3023,1.5314,1.1439,1.2894,1.3094,1.228,1.2201,1.4595,1.2326,1.4671,1.1656,1.2415,1.4011,1.4306,1.2773,1.2072,1.2813,1.5565,1.4379,1.0905,1.4527,1.331,0.9073,1.2365,1.2265,1.3624,1.3022,1.2873,1.1958,1.0741,1.6156,1.2464,1.428,1.2844,1.2371,1.3305,1.0738,1.3237,1.405,1.3963,1.3287,1.4506,1.2489,1.2897,1.2217,1.4837,1.18,1.4032,1.101,1.1891,1.1807,1.3555,1.383,1.3075,1.2967,1.3044,1.2059,1.2054,1.3295,1.3408,0.2667,1.2179,1.2103,0.7531,0,0.3427
329440,1.3268,0.8272,1.2898,1.5204,1.1794,1.2856,1.2997,1.2124,1.204,1.4702,1.2251,1.4748,1.2305,1.2436,1.3921,1.4282,1.2633,1.2524,1.2733,1.5508,1.4295,1.0995,1.4456,1.3301,0.8826,1.228,1.2391,1.3627,1.3069,1.2804,1.2154,1.0564,1.6513,1.2436,1.4705,1.2849,1.2366,1.3147,1.0832,1.3137,1.4097,1.3912,1.3325,1.4503,1.2593,1.2874,1.2518,1.4905,1.1818,1.4302,1.0965,1.1794,1.197,1.3832,1.375,1.295,1.2892,1.2996,1.1914,1.2127,1.3291,1.3393,0.2689,1.2202,1.1732,0.8203,0,0.3369
329844,1.3376,0.8041,1.2999,1.517,1.2143,1.2946,1.3043,1.2279,1.1872,1.4651,1.2391,1.4768,1.1635,1.2332,1.3626,1.4635,1.2747,1.2153,1.2846,1.5579,1.4339,1.094,1.4471,1.3362,0.8803,1.2309,1.2346,1.3586,1.3151,1.2876,1.1868,1.0429,1.6121,1.2326,1.4696,1.3057,1.2362,1.3258,1.1216,1.322,1.4114,1.4065,1.3059,1.4483,1.2335,1.2817,1.2439,1.4636,1.1549,1.4133,1.1035,1.19,1.2147,1.4021,1.3875,1.3146,1.2866,1.305,1.1941,1.2119,1.3315,1.3259,0.2745,1.2079,1.2306,0.7275,0,0.3233
330324,1.34,0.8059,1.2911,1.5034,1.1734,1.3033,1.2996,1.2238,1.1678,1.4709,1.2272,1.481,1.2372,1.2397,1.3349,1.4369,1.2724,1.1978,1.2961,1.5757,1.4431,1.1018,1.4542,1.331,0.8981,1.23,1.2358,1.3631,1.3126,1.2796,1.1793,1.0675,1.6521,1.2218,1.4935,1.2874,1.2301,1.3328,1.0869,1.3311,1.4097,1.3835,1.3266,1.4526,1.2379,1.2806,1.23,1.4698,1.1652,1.4286,1.1031,1.1991,1.2012,1.3841,1.3793,1.3007,1.2927,1.2984,1.179,1.2032,1.3345,1.3388,0.2507,1.2119,1.2416,0.7817,0,0.3347
333330,1.35,0.8257,1.3066,1.5073,1.1944,1.293,1.3113,1.2035,1.186,1.4653,1.2481,1.4643,1.1619,1.2569,1.3942,1.4449,1.2685,1.1988,1.2658,1.5811,1.4428,1.111,1.4511,1.3282,0.9068,1.2328,1.2298,1.3659,1.3014,1.2752,1.1886,1.0614,1.6335,1.2531,1.4518,1.2848,1.2251,1.2876,1.1122,1.3321,1.4132,1.3697,1.3171,1.4506,1.2571,1.2669,1.232,1.4976,1.1608,1.4297,1.1013,1.176,1.1849,1.4461,1.382,1.3029,1.2913,1.3058,1.1955,1.2043,1.3324,1.3375,0.2546,1.219,1.202,0.7645,0,0.3425
334635,1.3477,0.8251,1.3018,1.5263,1.2075,1.2881,1.3069,1.2201,1.1727,1.4609,1.2361,1.493,1.1648,1.2254,1.4043,1.4508,1.2596,1.2001,1.2767,1.544,1.4354,1.1006,1.4649,1.3267,0.9149,1.2301,1.2324,1.3636,1.3155,1.2839,1.1937,1.0651,1.6724,1.2284,1.4582,1.2939,1.2315,1.2978,1.0914,1.3224,1.4145,1.3899,1.3264,1.4491,1.2484,1.2717,1.2326,1.4768,1.1823,1.4104,1.1074,1.1748,1.1955,1.397,1.3864,1.3063,1.2921,1.3155,1.1942,1.2005,1.3346,1.3375,0.251,1.2131,1.2069,0.7862,0,0.3354
336841,1.3017,0.8159,1.3,1.4983,1.1912,1.2937,1.2972,1.2159,1.2133,1.4614,1.2388,1.4604,1.1535,1.242,1.3984,1.4469,1.2717,1.2372,1.2816,1.5547,1.4261,1.0928,1.4551,1.3224,0.9209,1.2237,1.2372,1.3675,1.3127,1.2835,1.224,1.1406,1.6392,1.2337,1.4499,1.2869,1.2334,1.2967,1.1009,1.3112,1.4065,1.392,1.3383,1.4513,1.2501,1.274,1.2447,1.4775,1.1626,1.4084,1.1022,1.1955,1.1871,1.3959,1.3786,1.2964,1.2872,1.3095,1.1802,1.204,1.3328,1.3443,0.2578,1.2054,1.1857,0.7551,0,0.3335
339847,1.3116,0.825,1.2965,1.5047,1.1707,1.2991,1.3107,1.2022,1.163,1.4605,1.2374,1.4802,1.1804,1.2449,1.3868,1.4484,1.2703,1.1982,1.2931,1.5454,1.443,1.1024,1.4468,1.3356,0.9033,1.2335,1.2335,1.3678,1.3173,1.2804,1.1838,1.0428,1.666,1.2225,1.4734,1.2892,1.2328,1.3097,1.0704,1.3227,1.4067,1.395,1.3224,1.4586,1.2412,1.2716,1.2249,1.4714,1.1807,1.4182,1.1038,1.1839,1.2065,1.4076,1.372,1.3026,1.2899,1.3034,1.1871,1.2018,1.3324,1.337,0.2527,1.2113,1.2347,0.7892,0,0.3308
341834,1.3183,0.8183,1.3098,1.5116,1.1905,1.2985,1.3089,1.2168,1.1819,1.4628,1.2216,1.4898,1.1763,1.2471,1.3576,1.4578,1.2652,1.2065,1.2918,1.5476,1.4369,1.1075,1.4499,1.334,0.9079,1.2328,1.2303,1.3621,1.3091,1.2842,1.1886,1.0126,1.6614,1.2397,1.4514,1.3024,1.2348,1.3142,1.0846,1.317,1.4097,1.3893,1.3107,1.4558,1.2465,1.2825,1.2286,1.4853,1.1714,1.4295,1.108,1.1953,1.1857,1.4046,1.3784,1.3137,1.2861,1.3007,1.1999,1.2112,1.3327,1.3363,0.2551,1.2237,1.2257,0.8836,0,0.3342
